date_time,open,high,low,close,volume
2020-06-12 00:00:00,9521.54,9521.6,9472.45,9494.73,1020.03867
2020-06-12 00:01:00,9494.73,9508.2,9482.49,9506.28,214.185222
2020-06-12 00:02:00,9505.5,9535.33,9500.19,9534.97,198.33761
2020-06-12 00:03:00,9534.97,9551.98,9533.14,9551.86,128.56444
2020-06-12 00:04:00,9550.02,9551.99,9533.71,9534.33,98.198799
2020-06-12 00:05:00,9534.34,9552.87,9533.71,9550.13,57.520472
2020-06-12 00:06:00,9550.22,9569.97,9550.21,9555.01,148.84308
2020-06-12 00:07:00,9555.0,9566.15,9548.58,9560.32,139.991385
2020-06-12 00:08:00,9560.0,9560.33,9550.0,9550.01,59.512855
2020-06-12 00:09:00,9550.01,9557.06,9545.19,9546.77,93.847126
2020-06-12 00:10:00,9546.76,9555.16,9546.76,9549.17,31.897626
2020-06-12 00:11:00,9548.27,9551.1,9534.0,9536.81,51.121759
2020-06-12 00:12:00,9536.81,9550.83,9534.0,9546.99,44.324099
2020-06-12 00:13:00,9548.25,9551.17,9545.84,9546.0,19.130977
2020-06-12 00:14:00,9546.0,9557.69,9546.0,9557.69,35.654255
2020-06-12 00:15:00,9557.69,9557.99,9539.73,9546.03,108.621803
2020-06-12 00:16:00,9546.03,9551.55,9540.75,9546.17,39.35196
2020-06-12 00:17:00,9546.17,9554.49,9536.81,9538.15,89.209988
2020-06-12 00:18:00,9539.64,9547.27,9538.1,9538.1,35.809183
2020-06-12 00:19:00,9538.01,9540.0,9518.0,9520.98,116.612028
2020-06-12 00:20:00,9520.98,9524.38,9500.0,9517.74,273.31214
2020-06-12 00:21:00,9517.74,9518.22,9510.0,9512.0,51.380743
2020-06-12 00:22:00,9512.0,9517.08,9494.04,9516.63,233.334602
2020-06-12 00:23:00,9515.24,9524.67,9514.0,9518.63,94.506295
2020-06-12 00:24:00,9518.79,9523.35,9517.44,9519.99,65.168337
2020-06-12 00:25:00,9519.96,9532.91,9518.5,9527.14,76.446657
2020-06-12 00:26:00,9526.32,9526.9,9521.19,9522.64,40.278133
2020-06-12 00:27:00,9522.64,9531.86,9521.91,9526.51,28.809799
2020-06-12 00:28:00,9526.5,9532.78,9525.03,9530.53,20.499492
2020-06-12 00:29:00,9530.53,9530.53,9524.01,9525.35,28.413484
2020-06-12 00:30:00,9525.01,9525.78,9515.17,9516.93,51.547549
2020-06-12 00:31:00,9516.47,9521.7,9511.56,9518.14,65.006816
2020-06-12 00:32:00,9518.61,9518.61,9500.3,9509.03,111.672124
2020-06-12 00:33:00,9509.02,9512.72,9501.0,9504.15,72.620479
2020-06-12 00:34:00,9505.34,9506.06,9494.46,9495.01,84.174683
2020-06-12 00:35:00,9495.01,9499.48,9486.6,9496.42,99.55465
2020-06-12 00:36:00,9495.7,9509.63,9495.61,9505.71,91.952301
2020-06-12 00:37:00,9505.53,9506.0,9496.73,9504.12,45.375859
2020-06-12 00:38:00,9504.11,9507.67,9499.72,9502.7,41.053734
2020-06-12 00:39:00,9503.48,9510.0,9500.85,9502.46,35.877738
2020-06-12 00:40:00,9502.46,9510.2,9493.0,9493.51,56.063073
2020-06-12 00:41:00,9493.78,9494.93,9456.0,9457.17,324.915422
2020-06-12 00:42:00,9458.0,9478.13,9450.0,9473.0,375.362271
2020-06-12 00:43:00,9473.0,9473.81,9460.87,9461.89,125.455093
2020-06-12 00:44:00,9461.88,9466.53,9435.0,9441.88,478.1164
2020-06-12 00:45:00,9441.14,9441.14,9400.0,9415.11,750.418595
2020-06-12 00:46:00,9417.97,9446.33,9411.15,9440.55,261.850461
2020-06-12 00:47:00,9440.48,9442.1,9418.58,9421.32,173.895721
2020-06-12 00:48:00,9423.47,9432.98,9412.95,9424.8,173.280718
2020-06-12 00:49:00,9424.81,9429.46,9415.0,9418.85,99.677882
2020-06-12 00:50:00,9417.61,9420.14,9387.1,9389.78,567.885612
2020-06-12 00:51:00,9387.2,9423.16,9380.0,9390.0,515.296952
