date_time,open,high,low,close,volume
2020-05-19 00:00:00,9670.97,9673.88,9660.0,9671.66,36.10566
2020-05-19 00:01:00,9671.66,9690.0,9671.0,9689.3,46.108356
2020-05-19 00:02:00,9689.3,9701.94,9685.18,9701.33,53.904048
2020-05-19 00:03:00,9700.68,9710.0,9698.6,9707.76,77.675025
2020-05-19 00:04:00,9707.76,9708.38,9700.0,9705.48,65.019766
2020-05-19 00:05:00,9705.49,9706.44,9696.0,9696.51,34.14726
2020-05-19 00:06:00,9697.84,9709.43,9696.0,9703.97,43.047155
2020-05-19 00:07:00,9703.84,9707.51,9696.67,9703.45,42.658534
2020-05-19 00:08:00,9702.67,9709.0,9694.27,9698.32,77.761535
2020-05-19 00:09:00,9698.31,9701.68,9691.58,9694.82,40.470553
2020-05-19 00:10:00,9695.24,9697.39,9690.01,9693.77,23.050287
2020-05-19 00:11:00,9693.77,9708.39,9693.76,9707.59,284.358206
2020-05-19 00:12:00,9708.09,9708.99,9703.5,9704.67,46.727557
2020-05-19 00:13:00,9704.66,9706.28,9702.1,9705.08,26.179605
2020-05-19 00:14:00,9705.05,9705.11,9695.71,9697.18,34.71839
2020-05-19 00:15:00,9696.92,9698.24,9671.59,9678.92,104.871793
2020-05-19 00:16:00,9677.99,9681.1,9663.0,9679.64,126.878622
2020-05-19 00:17:00,9679.28,9688.81,9673.88,9680.01,47.551644
2020-05-19 00:18:00,9680.0,9682.05,9673.3,9681.43,22.280045
2020-05-19 00:19:00,9681.49,9681.49,9672.91,9674.98,38.217312
2020-05-19 00:20:00,9673.94,9674.45,9668.5,9669.28,34.006521
2020-05-19 00:21:00,9669.29,9682.93,9668.97,9671.85,58.473329
2020-05-19 00:22:00,9671.78,9674.47,9620.0,9638.48,274.241563
2020-05-19 00:23:00,9638.49,9642.47,9625.0,9629.88,143.24249
2020-05-19 00:24:00,9631.0,9640.97,9625.66,9625.66,70.453086
2020-05-19 00:25:00,9625.34,9632.86,9608.2,9630.59,166.666202
2020-05-19 00:26:00,9629.37,9648.77,9628.17,9635.98,87.646669
2020-05-19 00:27:00,9635.98,9646.99,9635.98,9646.85,33.106779
2020-05-19 00:28:00,9646.13,9649.2,9638.06,9647.7,44.236898
2020-05-19 00:29:00,9647.71,9658.34,9644.77,9646.49,39.798948
2020-05-19 00:30:00,9646.49,9648.5,9633.14,9637.47,60.544103
2020-05-19 00:31:00,9637.98,9639.99,9635.54,9637.58,18.553956
2020-05-19 00:32:00,9637.03,9638.73,9631.22,9633.01,26.457523
2020-05-19 00:33:00,9633.01,9635.31,9621.83,9623.68,67.752589
2020-05-19 00:34:00,9624.27,9625.0,9601.03,9610.02,162.600174
2020-05-19 00:35:00,9609.48,9627.4,9608.91,9625.01,75.018592
2020-05-19 00:36:00,9625.01,9625.01,9614.09,9623.3,48.021902
2020-05-19 00:37:00,9622.71,9629.5,9622.71,9626.93,30.812852
2020-05-19 00:38:00,9626.92,9636.02,9626.91,9635.45,41.976413
2020-05-19 00:39:00,9635.58,9637.5,9633.0,9635.71,42.041089
2020-05-19 00:40:00,9635.71,9642.09,9634.01,9635.0,32.551051
2020-05-19 00:41:00,9635.49,9636.0,9626.0,9630.1,37.909229
2020-05-19 00:42:00,9629.49,9633.0,9626.59,9629.72,17.253836
2020-05-19 00:43:00,9629.69,9633.0,9623.08,9632.59,35.206334
2020-05-19 00:44:00,9632.58,9637.91,9632.0,9635.52,40.611328
2020-05-19 00:45:00,9635.91,9637.02,9634.2,9636.29,16.828626
2020-05-19 00:46:00,9636.38,9644.93,9633.78,9636.86,50.465141
2020-05-19 00:47:00,9636.86,9643.56,9632.86,9643.51,21.566544
2020-05-19 00:48:00,9643.85,9652.87,9640.07,9647.39,80.82124
2020-05-19 00:49:00,9648.59,9655.51,9640.05,9652.51,27.979985
2020-05-19 00:50:00,9652.51,9665.0,9650.0,9652.34,85.089095
2020-05-19 00:51:00,9652.36,9655.98,9646.18,9648.63,32.591792
2020-05-19 00:52:00,9649.05,9650.05,9643.83,9647.68,28.62994
2020-05-19 00:53:00,9647.68,9650.0,9645.96,9649.33,26.159903
2020-05-19 00:54:00,9649.33,9653.93,9642.85,9649.99,55.943037
2020-05-19 00:55:00,9650.05,9652.05,9640.05,9640.75,32.284797
2020-05-19 00:56:00,9641.31,9656.01,9640.65,9645.76,35.199507
2020-05-19 00:57:00,9645.26,9645.69,9642.03,9643.31,32.00774
2020-05-19 00:58:00,9643.31,9645.0,9634.68,9635.76,19.856701
2020-05-19 00:59:00,9635.77,9644.24,9633.68,9638.43,50.745656
2020-05-19 01:00:00,9638.42,9638.76,9625.16,9628.01,35.088622
2020-05-19 01:01:00,9628.01,9636.76,9628.0,9636.76,29.27907
2020-05-19 01:02:00,9636.76,9637.99,9632.14,9635.96,11.449023
2020-05-19 01:03:00,9636.02,9650.0,9636.02,9647.94,27.358164
2020-05-19 01:04:00,9647.94,9658.48,9647.93,9657.29,29.583187
2020-05-19 01:05:00,9657.29,9657.99,9651.93,9651.99,32.669054
2020-05-19 01:06:00,9651.99,9654.49,9650.0,9651.16,31.954657
2020-05-19 01:07:00,9651.71,9653.0,9649.06,9651.41,18.925716
2020-05-19 01:08:00,9651.85,9653.0,9647.15,9649.39,13.26501
2020-05-19 01:09:00,9649.39,9649.4,9643.42,9644.32,14.395183
2020-05-19 01:10:00,9644.32,9647.49,9642.15,9644.4,20.259264
2020-05-19 01:11:00,9644.23,9655.0,9640.48,9655.0,22.294897
2020-05-19 01:12:00,9655.0,9659.13,9650.83,9651.91,37.023208
2020-05-19 01:13:00,9652.25,9656.83,9652.25,9653.53,24.599606
2020-05-19 01:14:00,9653.53,9654.39,9634.7,9634.7,36.398822
2020-05-19 01:15:00,9635.13,9641.52,9631.69,9639.12,31.649937
2020-05-19 01:16:00,9638.92,9640.67,9635.17,9636.64,26.559662
2020-05-19 01:17:00,9636.64,9648.08,9636.63,9646.89,19.545909
2020-05-19 01:18:00,9646.89,9646.89,9643.01,9646.24,12.527111
2020-05-19 01:19:00,9646.24,9646.25,9640.08,9640.09,23.852865
2020-05-19 01:20:00,9640.08,9642.35,9634.1,9636.97,42.500392
2020-05-19 01:21:00,9636.97,9640.25,9629.96,9630.0,67.637401
2020-05-19 01:22:00,9630.0,9638.09,9628.71,9634.43,61.521797
2020-05-19 01:23:00,9634.42,9634.67,9625.0,9625.0,36.253803
2020-05-19 01:24:00,9625.0,9625.01,9621.4,9622.61,17.078567
2020-05-19 01:25:00,9624.06,9624.96,9620.0,9624.02,10.469314
2020-05-19 01:26:00,9624.02,9625.95,9614.47,9614.47,22.492247
2020-05-19 01:27:00,9614.48,9634.07,9614.48,9625.44,51.629223
2020-05-19 01:28:00,9625.62,9628.0,9620.0,9621.76,53.674774
2020-05-19 01:29:00,9621.63,9622.7,9618.01,9619.13,39.394108
2020-05-19 01:30:00,9618.67,9618.67,9575.0,9601.36,421.588075
2020-05-19 01:31:00,9601.72,9601.79,9564.28,9590.0,200.550925
2020-05-19 01:32:00,9591.3,9592.47,9580.75,9590.0,75.967556
2020-05-19 01:33:00,9590.0,9605.0,9589.42,9604.31,74.667185
2020-05-19 01:34:00,9602.9,9604.3,9593.14,9598.08,68.835222
2020-05-19 01:35:00,9595.87,9610.93,9594.75,9606.98,43.021863
2020-05-19 01:36:00,9606.99,9610.81,9600.0,9600.0,129.278206
2020-05-19 01:37:00,9600.02,9610.0,9599.99,9606.34,21.986939
2020-05-19 01:38:00,9607.49,9607.59,9601.52,9602.58,65.533533
2020-05-19 01:39:00,9603.96,9603.96,9580.0,9588.68,119.802669
2020-05-19 01:40:00,9588.86,9598.61,9586.51,9593.68,30.103087
2020-05-19 01:41:00,9593.5,9594.92,9585.31,9586.19,24.308077
2020-05-19 01:42:00,9586.68,9588.38,9580.89,9582.0,30.357522
2020-05-19 01:43:00,9582.4,9595.0,9582.0,9593.05,22.075231
2020-05-19 01:44:00,9593.06,9593.07,9580.76,9582.15,19.34127
2020-05-19 01:45:00,9582.15,9594.44,9550.01,9594.19,302.789148
2020-05-19 01:46:00,9594.19,9597.76,9582.02,9594.4,71.45086
2020-05-19 01:47:00,9594.0,9605.9,9588.75,9604.18,68.578348
2020-05-19 01:48:00,9605.71,9612.86,9602.35,9609.5,53.765406
2020-05-19 01:49:00,9609.5,9614.54,9608.0,9608.71,25.198173
2020-05-19 01:50:00,9609.1,9629.54,9608.0,9624.0,40.796007
2020-05-19 01:51:00,9624.0,9624.0,9612.71,9615.55,35.954243
2020-05-19 01:52:00,9615.55,9618.0,9613.62,9615.21,28.322999
2020-05-19 01:53:00,9615.37,9618.0,9614.87,9616.0,27.96312
2020-05-19 01:54:00,9616.56,9616.97,9606.31,9608.41,14.933916
2020-05-19 01:55:00,9606.22,9607.25,9600.0,9602.05,27.017672
2020-05-19 01:56:00,9602.58,9624.0,9602.58,9613.25,52.514092
2020-05-19 01:57:00,9613.41,9621.04,9612.04,9620.25,11.110919
2020-05-19 01:58:00,9620.25,9626.99,9619.7,9625.82,24.957575
2020-05-19 01:59:00,9625.82,9627.0,9618.67,9625.07,34.58869
2020-05-19 02:00:00,9625.07,9629.71,9615.36,9615.36,30.302818
2020-05-19 02:01:00,9617.19,9619.55,9615.0,9616.95,23.338985
2020-05-19 02:02:00,9617.28,9618.16,9613.25,9613.66,19.42915
2020-05-19 02:03:00,9613.66,9619.57,9613.0,9618.04,19.675731
2020-05-19 02:04:00,9618.15,9637.15,9615.68,9632.93,56.957747
2020-05-19 02:05:00,9633.0,9650.0,9630.52,9632.76,108.193629
2020-05-19 02:06:00,9631.85,9636.29,9630.0,9630.0,19.613436
2020-05-19 02:07:00,9630.59,9634.0,9630.0,9632.95,13.548664
2020-05-19 02:08:00,9632.91,9645.45,9632.83,9640.67,68.704858
2020-05-19 02:09:00,9640.56,9643.4,9635.0,9638.06,22.789048
2020-05-19 02:10:00,9637.1,9638.24,9630.0,9630.53,19.353808
2020-05-19 02:11:00,9630.1,9645.0,9628.01,9645.0,74.036718
2020-05-19 02:12:00,9644.32,9646.6,9639.12,9642.58,28.8962
2020-05-19 02:13:00,9642.58,9645.0,9641.64,9644.48,12.508913
2020-05-19 02:14:00,9644.43,9646.99,9636.01,9646.99,43.163949
2020-05-19 02:15:00,9644.98,9645.44,9640.0,9640.0,17.284923
2020-05-19 02:16:00,9639.5,9639.5,9627.81,9630.0,19.628941
2020-05-19 02:17:00,9630.01,9636.28,9628.28,9635.33,26.319068
2020-05-19 02:18:00,9634.51,9640.99,9633.12,9640.83,22.641544
2020-05-19 02:19:00,9639.23,9640.28,9631.85,9632.55,8.597977
2020-05-19 02:20:00,9632.56,9638.36,9632.56,9637.27,5.195862
2020-05-19 02:21:00,9638.25,9646.39,9638.25,9639.96,25.835577
2020-05-19 02:22:00,9639.97,9643.37,9639.96,9642.03,23.674013
2020-05-19 02:23:00,9642.02,9642.03,9632.28,9637.22,22.704772
2020-05-19 02:24:00,9637.23,9644.15,9631.28,9635.27,20.385865
2020-05-19 02:25:00,9635.24,9635.24,9619.61,9624.23,37.291452
2020-05-19 02:26:00,9624.23,9629.15,9623.51,9626.99,16.502286
2020-05-19 02:27:00,9626.64,9631.16,9624.85,9628.34,33.825148
2020-05-19 02:28:00,9626.99,9629.54,9625.39,9627.0,12.794109
2020-05-19 02:29:00,9627.0,9634.79,9627.0,9628.34,40.130823
2020-05-19 02:30:00,9629.1,9629.63,9626.0,9627.68,11.913085
2020-05-19 02:31:00,9627.62,9627.67,9617.74,9620.64,13.348583
2020-05-19 02:32:00,9619.81,9621.19,9613.66,9618.26,29.443763
2020-05-19 02:33:00,9618.26,9624.59,9614.82,9623.46,25.074544
2020-05-19 02:34:00,9623.46,9624.54,9620.52,9622.84,11.96259
2020-05-19 02:35:00,9622.82,9630.0,9621.76,9629.0,19.617109
2020-05-19 02:36:00,9629.0,9640.0,9625.26,9626.31,34.512112
2020-05-19 02:37:00,9626.94,9630.4,9626.4,9627.6,6.636094
2020-05-19 02:38:00,9627.61,9628.83,9627.0,9627.94,17.282848
2020-05-19 02:39:00,9627.99,9629.91,9623.95,9625.99,14.481406
2020-05-19 02:40:00,9625.37,9625.37,9619.08,9625.25,12.217512
2020-05-19 02:41:00,9625.24,9630.0,9623.05,9624.38,16.127957
2020-05-19 02:42:00,9624.38,9624.9,9615.26,9618.57,27.787276
2020-05-19 02:43:00,9618.55,9627.53,9618.55,9625.11,13.189207
2020-05-19 02:44:00,9625.19,9630.0,9624.0,9625.1,9.735574
2020-05-19 02:45:00,9625.1,9626.16,9623.0,9625.92,8.143738
2020-05-19 02:46:00,9625.92,9625.92,9617.29,9618.46,15.449959
2020-05-19 02:47:00,9618.53,9624.01,9618.53,9621.83,17.865752
2020-05-19 02:48:00,9623.02,9625.99,9620.5,9622.75,22.898731
2020-05-19 02:49:00,9622.75,9624.8,9620.74,9623.24,4.545014
2020-05-19 02:50:00,9623.23,9624.49,9620.0,9624.48,8.932153
2020-05-19 02:51:00,9624.48,9637.63,9624.48,9635.0,52.782429
2020-05-19 02:52:00,9634.99,9635.0,9631.49,9633.07,12.310098
2020-05-19 02:53:00,9633.07,9664.8,9632.0,9653.47,137.441698
2020-05-19 02:54:00,9653.72,9659.99,9642.94,9656.29,73.18521
2020-05-19 02:55:00,9656.3,9657.33,9646.59,9649.99,32.731878
2020-05-19 02:56:00,9649.99,9649.99,9646.03,9648.4,9.302784
2020-05-19 02:57:00,9648.4,9654.41,9645.91,9653.45,12.053459
2020-05-19 02:58:00,9653.07,9671.85,9653.06,9666.62,47.624849
2020-05-19 02:59:00,9665.36,9667.27,9653.85,9657.86,49.44635
2020-05-19 03:00:00,9657.86,9675.34,9657.85,9669.96,60.071712
2020-05-19 03:01:00,9671.51,9676.0,9665.0,9668.07,89.552983
2020-05-19 03:02:00,9668.06,9671.34,9665.17,9669.01,15.31326
2020-05-19 03:03:00,9669.01,9676.04,9669.0,9674.88,24.838602
2020-05-19 03:04:00,9674.88,9674.88,9669.06,9669.93,30.777974
2020-05-19 03:05:00,9669.34,9675.37,9669.03,9673.19,20.948225
2020-05-19 03:06:00,9672.45,9672.45,9664.83,9665.46,25.71269
2020-05-19 03:07:00,9665.53,9668.21,9663.89,9666.79,14.604223
2020-05-19 03:08:00,9666.79,9679.0,9666.79,9677.85,26.43191
2020-05-19 03:09:00,9677.88,9685.0,9676.21,9680.57,95.397948
2020-05-19 03:10:00,9680.0,9685.0,9680.0,9680.01,22.808803
